Key: 194200B, Action: Add, Quantity: 1000, Orders: 1
Key: 196500B, Action: Update, Quantity: 1224, Orders: 11
Key: 196600S, Action: Update, Quantity: 280, Orders: 2
Key: 196600S, Action: Update, Quantity: 100, Orders: 1
Key: 196700S, Action: Update, Quantity: 1710, Orders: 10
Key: 196700S, Action: Update, Quantity: 1530, Orders: 9
Key: 196600S, Action: Update, Quantity: 280, Orders: 2
Key: 196500B, Action: Update, Quantity: 753, Orders: 10
Key: 196500B, Action: Update, Quantity: 653, Orders: 9
Key: 196700S, Action: Update, Quantity: 1502, Orders: 8
Key: 196700S, Action: Update, Quantity: 1558, Orders: 9
Key: 196600S, Action: Update, Quantity: 796, Orders: 3
Key: 196700S, Action: Update, Quantity: 1789, Orders: 10
Key: 196600S, Action: Update, Quantity: 896, Orders: 4
Key: 196500B, Action: Update, Quantity: 553, Orders: 8
Key: 196500B, Action: Update, Quantity: 453, Orders: 7
Key: 196600S, Action: Update, Quantity: 996, Orders: 5
Key: 196100B, Action: Update, Quantity: 4230, Orders: 9
Key: 196100B, Action: Update, Quantity: 4330, Orders: 10
Key: 196600S, Action: Update, Quantity: 896, Orders: 4
Key: 196600S, Action: Update, Quantity: 796, Orders: 3
Key: 196600S, Action: Update, Quantity: 749, Orders: 3
Key: 196500B, Action: Update, Quantity: 419, Orders: 6
Key: 196500B, Action: Update, Quantity: 385, Orders: 6
Key: 196500B, Action: Update, Quantity: 399, Orders: 7
Key: 196800S, Action: Update, Quantity: 2143, Orders: 9
Key: 196600S, Action: Update, Quantity: 798, Orders: 4
Key: 196600S, Action: Update, Quantity: 898, Orders: 5
Key: 196500B, Action: Update, Quantity: 346, Orders: 6
Key: 196500B, Action: Update, Quantity: 309, Orders: 5
Key: 196400B, Action: Update, Quantity: 2132, Orders: 9
Key: 196600S, Action: Update, Quantity: 964, Orders: 6
Key: 196600S, Action: Update, Quantity: 1100, Orders: 7
Key: 196500B, Action: Update, Quantity: 292, Orders: 4
Key: 196500B, Action: Update, Quantity: 287, Orders: 3
Key: 196500B, Action: Update, Quantity: 285, Orders: 2
Key: 196500B, Action: Update, Quantity: 29, Orders: 2
Key: 196500B, Action: Update, Quantity: 14, Orders: 1
Key: 196500B, Action: Delete, Quantity: None, Orders: None
Key: 196600S, Action: Update, Quantity: 1600, Orders: 8
Key: 196400B, Action: Update, Quantity: 1901, Orders: 8
Key: 196400B, Action: Update, Quantity: 1401, Orders: 7
Key: 196200B, Action: Update, Quantity: 2194, Orders: 10
Key: 196600S, Action: Update, Quantity: 1690, Orders: 9
Key: 196200B, Action: Update, Quantity: 2594, Orders: 11
Key: 196300B, Action: Update, Quantity: 2728, Orders: 12
Key: 196300B, Action: Update, Quantity: 2328, Orders: 11
Key: 196300B, Action: Update, Quantity: 2085, Orders: 10
Key: 196600S, Action: Update, Quantity: 1921, Orders: 10
Key: 196700S, Action: Update, Quantity: 2189, Orders: 11
Key: 196400B, Action: Update, Quantity: 1291, Orders: 6
Key: 196400B, Action: Update, Quantity: 528, Orders: 5
Key: 196800S, Action: Update, Quantity: 1743, Orders: 8
Key: 196500S, Action: Add, Quantity: 100, Orders: 1
Key: 197000S, Action: Update, Quantity: 1755, Orders: 6
Key: 196600S, Action: Update, Quantity: 2683, Orders: 11
Key: 196500S, Action: Update, Quantity: 240, Orders: 2
Key: 196400B, Action: Update, Quantity: 491, Orders: 4
Key: 196500S, Action: Update, Quantity: 740, Orders: 3
Key: 196400B, Action: Update, Quantity: 391, Orders: 3
Key: 196500S, Action: Update, Quantity: 840, Orders: 4
Key: 196300B, Action: Update, Quantity: 2032, Orders: 9
Key: 197000S, Action: Update, Quantity: 1655, Orders: 5
Key: 196000B, Action: Update, Quantity: 2168, Orders: 7
Key: 196500S, Action: Update, Quantity: 808, Orders: 4
Key: 196600S, Action: Update, Quantity: 2550, Orders: 10
Key: 196500S, Action: Update, Quantity: 988, Orders: 5
Key: 196600S, Action: Update, Quantity: 2648, Orders: 11
Key: 196500S, Action: Update, Quantity: 848, Orders: 4
Key: 196100B, Action: Update, Quantity: 2137, Orders: 9
Key: 196600S, Action: Update, Quantity: 2650, Orders: 12
Key: 196300B, Action: Update, Quantity: 2127, Orders: 10
Key: 196700S, Action: Update, Quantity: 2424, Orders: 12
Key: 196700S, Action: Update, Quantity: 2660, Orders: 13
Key: 196400B, Action: Update, Quantity: 291, Orders: 2
Key: 196000B, Action: Update, Quantity: 2268, Orders: 8
Key: 195900B, Action: Update, Quantity: 2401, Orders: 5
Key: 196700S, Action: Update, Quantity: 2645, Orders: 12
Key: 196700S, Action: Update, Quantity: 2589, Orders: 11
Key: 196000B, Action: Update, Quantity: 4461, Orders: 9
Key: 196600S, Action: Update, Quantity: 2648, Orders: 11
Key: 196500S, Action: Update, Quantity: 850, Orders: 5
Key: 196600S, Action: Update, Quantity: 2707, Orders: 12
Key: 196400B, Action: Update, Quantity: 76, Orders: 1
Key: 196400B, Action: Delete, Quantity: None, Orders: None
Key: 196400S, Action: Add, Quantity: 270, Orders: 1
Key: 196300B, Action: Update, Quantity: 1627, Orders: 9
Key: 196400S, Action: Delete, Quantity: None, Orders: None
Key: 196100B, Action: Update, Quantity: 2537, Orders: 10
Key: 196200B, Action: Update, Quantity: 2364, Orders: 10
Key: 196300B, Action: Update, Quantity: 994, Orders: 8
Key: 196200B, Action: Update, Quantity: 1964, Orders: 9
Key: 196500S, Action: Update, Quantity: 1461, Orders: 6
Key: 196200B, Action: Update, Quantity: 1740, Orders: 8
Key: 196100B, Action: Update, Quantity: 2196, Orders: 9
Key: 197200S, Action: Update, Quantity: 8076, Orders: 6
Key: 196300B, Action: Update, Quantity: 904, Orders: 7
Key: 196500S, Action: Update, Quantity: 850, Orders: 5
Key: 196500S, Action: Update, Quantity: 670, Orders: 4
Key: 196400S, Action: Add, Quantity: 180, Orders: 1
Key: 196500S, Action: Update, Quantity: 1290, Orders: 5
Key: 196600S, Action: Update, Quantity: 3107, Orders: 13
Key: 196700S, Action: Update, Quantity: 2189, Orders: 10
Key: 196500S, Action: Update, Quantity: 1343, Orders: 6
Key: 196300B, Action: Update, Quantity: 972, Orders: 8
Key: 196300B, Action: Update, Quantity: 1072, Orders: 9
Key: 196600S, Action: Update, Quantity: 3334, Orders: 14
Key: 196600S, Action: Update, Quantity: 3562, Orders: 15
Key: 197100S, Action: Update, Quantity: 3842, Orders: 7
Key: 196200B, Action: Update, Quantity: 2175, Orders: 9
Key: 196300B, Action: Update, Quantity: 972, Orders: 8
Key: 196700S, Action: Update, Quantity: 2173, Orders: 9
Key: 196700S, Action: Update, Quantity: 2185, Orders: 10
Key: 196400S, Action: Update, Quantity: 205, Orders: 2
Key: 196000B, Action: Update, Quantity: 4498, Orders: 10
Key: 196700S, Action: Update, Quantity: 2055, Orders: 9
Key: 196600S, Action: Update, Quantity: 3426, Orders: 14
Key: 196500S, Action: Update, Quantity: 1525, Orders: 7
Key: 196400S, Action: Update, Quantity: 25, Orders: 1
Key: 196400S, Action: Update, Quantity: 205, Orders: 2
Key: 196600S, Action: Update, Quantity: 3367, Orders: 13
Key: 196600S, Action: Update, Quantity: 3301, Orders: 12
Key: 196400S, Action: Update, Quantity: 25, Orders: 1
Key: 195800B, Action: Update, Quantity: 1141, Orders: 3
Key: 196500S, Action: Update, Quantity: 1578, Orders: 8
Key: 196400S, Action: Update, Quantity: 205, Orders: 2
Key: 197100S, Action: Update, Quantity: 1649, Orders: 6
Key: 196200B, Action: Update, Quantity: 2210, Orders: 10
Key: 196400S, Action: Update, Quantity: 25, Orders: 1
Key: 196600S, Action: Update, Quantity: 3203, Orders: 11
Key: 196400S, Action: Update, Quantity: 123, Orders: 2
Key: 196400S, Action: Update, Quantity: 303, Orders: 3
Key: 196800S, Action: Update, Quantity: 3936, Orders: 9
Key: 196500S, Action: Update, Quantity: 1525, Orders: 7
Key: 196400S, Action: Update, Quantity: 356, Orders: 4
Key: 196400S, Action: Update, Quantity: 456, Orders: 5
Key: 196900S, Action: Update, Quantity: 1980, Orders: 6
Key: 196700S, Action: Update, Quantity: 2043, Orders: 8
Key: 196600S, Action: Update, Quantity: 3154, Orders: 10
Key: 196500S, Action: Update, Quantity: 1574, Orders: 8
Key: 196500S, Action: Update, Quantity: 1582, Orders: 9
Key: 196300B, Action: Update, Quantity: 956, Orders: 8
Key: 196300B, Action: Update, Quantity: 725, Orders: 7
Key: 196300B, Action: Update, Quantity: 625, Orders: 6
Key: 196400S, Action: Update, Quantity: 556, Orders: 6
Key: 196900S, Action: Update, Quantity: 1880, Orders: 5
Key: 196400S, Action: Update, Quantity: 646, Orders: 7
Key: 195900B, Action: Update, Quantity: 2501, Orders: 6
Key: 196500S, Action: Update, Quantity: 1580, Orders: 8
Key: 196400S, Action: Update, Quantity: 648, Orders: 8
Key: 196400S, Action: Update, Quantity: 558, Orders: 7
Key: 196400S, Action: Update, Quantity: 582, Orders: 8
Key: 195800B, Action: Update, Quantity: 1481, Orders: 4
Key: 196600S, Action: Update, Quantity: 3210, Orders: 11
Key: 196300B, Action: Update, Quantity: 662, Orders: 7
Key: 196200B, Action: Update, Quantity: 1775, Orders: 9
Key: 196200B, Action: Update, Quantity: 2145, Orders: 10
Key: 196300B, Action: Update, Quantity: 594, Orders: 6
Key: 196100B, Action: Update, Quantity: 2264, Orders: 10
Key: 196500S, Action: Update, Quantity: 1811, Orders: 9
Key: 196000B, Action: Update, Quantity: 2305, Orders: 9
Key: 196300B, Action: Update, Quantity: 494, Orders: 5
Key: 195900B, Action: Update, Quantity: 2601, Orders: 7
Key: 196300B, Action: Update, Quantity: 457, Orders: 4
Key: 196600S, Action: Update, Quantity: 3264, Orders: 12
Key: 196200B, Action: Update, Quantity: 2150, Orders: 11
Key: 195900B, Action: Update, Quantity: 4794, Orders: 8
Key: 196500S, Action: Update, Quantity: 1803, Orders: 8
Key: 196400S, Action: Update, Quantity: 586, Orders: 9
Key: 196200B, Action: Update, Quantity: 2097, Orders: 10
Key: 196500S, Action: Update, Quantity: 1754, Orders: 7
Key: 196400S, Action: Update, Quantity: 635, Orders: 10
Key: 196400S, Action: Update, Quantity: 735, Orders: 11
Key: 196400S, Action: Update, Quantity: 635, Orders: 10
Key: 196500S, Action: Update, Quantity: 1841, Orders: 8
Key: 196300B, Action: Update, Quantity: 456, Orders: 4
Key: 196900S, Action: Update, Quantity: 2217, Orders: 6
Key: 196300B, Action: Update, Quantity: 740, Orders: 5
Key: 196400S, Action: Update, Quantity: 699, Orders: 11
Key: 196300B, Action: Update, Quantity: 794, Orders: 6
Key: 196200B, Action: Update, Quantity: 2102, Orders: 11
Key: 196400S, Action: Update, Quantity: 599, Orders: 10
Key: 196400S, Action: Update, Quantity: 419, Orders: 9
Key: 196300B, Action: Update, Quantity: 894, Orders: 7
Key: 196300B, Action: Update, Quantity: 994, Orders: 8
Key: 196300B, Action: Update, Quantity: 1094, Orders: 9
Key: 196400S, Action: Update, Quantity: 319, Orders: 8
Key: 196300B, Action: Update, Quantity: 1148, Orders: 10
Key: 196400S, Action: Update, Quantity: 294, Orders: 7
Key: 196400S, Action: Update, Quantity: 196, Orders: 6
Key: 196400S, Action: Update, Quantity: 143, Orders: 5
Key: 196400S, Action: Update, Quantity: 141, Orders: 4
Key: 196400S, Action: Update, Quantity: 117, Orders: 3
Key: 196400S, Action: Update, Quantity: 113, Orders: 2
Key: 196400S, Action: Update, Quantity: 64, Orders: 1
Key: 196400S, Action: Delete, Quantity: None, Orders: None
Key: 196500S, Action: Update, Quantity: 1610, Orders: 7
Key: 196300B, Action: Update, Quantity: 1389, Orders: 11
Key: 196300B, Action: Update, Quantity: 1289, Orders: 10
Key: 196500S, Action: Update, Quantity: 990, Orders: 6
Key: 196300B, Action: Update, Quantity: 1437, Orders: 11
Key: 196300B, Action: Update, Quantity: 1400, Orders: 10
Key: 196300B, Action: Update, Quantity: 1431, Orders: 11
Key: 196500S, Action: Update, Quantity: 1160, Orders: 7
Key: 196500S, Action: Update, Quantity: 1250, Orders: 8
Key: 196500S, Action: Update, Quantity: 1689, Orders: 9
Key: 196500S, Action: Update, Quantity: 1785, Orders: 10
Key: 196600S, Action: Update, Quantity: 3454, Orders: 13
Key: 196500S, Action: Update, Quantity: 1615, Orders: 9
Key: 196400S, Action: Add, Quantity: 170, Orders: 1
Key: 196500S, Action: Update, Quantity: 2364, Orders: 10
Key: 196500S, Action: Update, Quantity: 2433, Orders: 11
Key: 196300B, Action: Update, Quantity: 1377, Orders: 10
Key: 196300B, Action: Update, Quantity: 1414, Orders: 11
Key: 196500S, Action: Update, Quantity: 2364, Orders: 10
Key: 196400S, Action: Update, Quantity: 239, Orders: 2
Key: 196400S, Action: Update, Quantity: 69, Orders: 1
Key: 196600S, Action: Update, Quantity: 3944, Orders: 14
Key: 196400S, Action: Update, Quantity: 130, Orders: 2
Key: 196100B, Action: Update, Quantity: 2196, Orders: 9
Key: 196300B, Action: Update, Quantity: 1482, Orders: 12
Key: 196200B, Action: Update, Quantity: 2156, Orders: 12
Key: 196500S, Action: Update, Quantity: 2447, Orders: 11
Key: 196100B, Action: Update, Quantity: 2250, Orders: 10
Key: 196400S, Action: Update, Quantity: 61, Orders: 1
Key: 196400S, Action: Delete, Quantity: None, Orders: None
Key: 196700S, Action: Update, Quantity: 2443, Orders: 9
Key: 196600S, Action: Update, Quantity: 3544, Orders: 13
Key: 196300B, Action: Update, Quantity: 1536, Orders: 13
Key: 196600S, Action: Update, Quantity: 3317, Orders: 12
Key: 196600S, Action: Update, Quantity: 3089, Orders: 11
Key: 196500S, Action: Update, Quantity: 2617, Orders: 12
Key: 196500S, Action: Update, Quantity: 2564, Orders: 11
Key: 196500S, Action: Update, Quantity: 2570, Orders: 12
Key: 196600S, Action: Update, Quantity: 3298, Orders: 12
Key: 196500S, Action: Update, Quantity: 2480, Orders: 11
Key: 196500S, Action: Update, Quantity: 2041, Orders: 10
Key: 196500S, Action: Update, Quantity: 1871, Orders: 9
Key: 196600S, Action: Update, Quantity: 2808, Orders: 11
Key: 196600S, Action: Update, Quantity: 3275, Orders: 12
Key: 196500S, Action: Update, Quantity: 2041, Orders: 10
Key: 196500S, Action: Update, Quantity: 2141, Orders: 11
Key: 196500S, Action: Update, Quantity: 1971, Orders: 10
Key: 196400S, Action: Add, Quantity: 170, Orders: 1
Key: 196400S, Action: Delete, Quantity: None, Orders: None
Key: 196500S, Action: Update, Quantity: 1871, Orders: 9
Key: 196300B, Action: Update, Quantity: 1482, Orders: 12
Key: 196400S, Action: Add, Quantity: 170, Orders: 1
Key: 196600S, Action: Update, Quantity: 3675, Orders: 13
Key: 196700S, Action: Update, Quantity: 2043, Orders: 8
Key: 196600S, Action: Update, Quantity: 3466, Orders: 12
Key: 196400S, Action: Delete, Quantity: None, Orders: None
Key: 196500S, Action: Update, Quantity: 2041, Orders: 10
Key: 196700S, Action: Update, Quantity: 2443, Orders: 9
Key: 196600S, Action: Update, Quantity: 3066, Orders: 11
Key: 196600S, Action: Update, Quantity: 3078, Orders: 12
Key: 196600S, Action: Update, Quantity: 3274, Orders: 13
Key: 196500S, Action: Update, Quantity: 2075, Orders: 11
Key: 196500S, Action: Update, Quantity: 1905, Orders: 10
Key: 196400S, Action: Add, Quantity: 170, Orders: 1
Key: 196600S, Action: Update, Quantity: 3674, Orders: 14
Key: 196700S, Action: Update, Quantity: 2043, Orders: 8
Key: 196400S, Action: Delete, Quantity: None, Orders: None
Key: 196700S, Action: Update, Quantity: 2443, Orders: 9
Key: 196600S, Action: Update, Quantity: 3274, Orders: 13
Key: 196500S, Action: Update, Quantity: 1978, Orders: 11
Key: 196500S, Action: Update, Quantity: 2003, Orders: 12
Key: 196500S, Action: Update, Quantity: 2093, Orders: 13
Key: 195800B, Action: Update, Quantity: 1563, Orders: 5
Key: 196500S, Action: Update, Quantity: 2200, Orders: 14
Key: 196500S, Action: Update, Quantity: 2110, Orders: 13
Key: 196400S, Action: Add, Quantity: 170, Orders: 1
Key: 196400S, Action: Update, Quantity: 88, Orders: 1
Key: 196600S, Action: Update, Quantity: 3504, Orders: 14
Key: 196200B, Action: Update, Quantity: 2102, Orders: 11
Key: 196600S, Action: Update, Quantity: 3735, Orders: 15
Key: 196500S, Action: Update, Quantity: 2222, Orders: 14
Key: 196600S, Action: Update, Quantity: 4135, Orders: 16
Key: 196700S, Action: Update, Quantity: 2043, Orders: 8
Key: 196400S, Action: Delete, Quantity: None, Orders: None
Key: 196500S, Action: Update, Quantity: 1473, Orders: 13
Key: 196700S, Action: Update, Quantity: 2443, Orders: 9
Key: 196600S, Action: Update, Quantity: 3735, Orders: 15
Key: 196500S, Action: Update, Quantity: 1361, Orders: 12
Key: 196400S, Action: Add, Quantity: 170, Orders: 1
Key: 196500S, Action: Update, Quantity: 1988, Orders: 13
Key: 196600S, Action: Update, Quantity: 4135, Orders: 16
Key: 196700S, Action: Update, Quantity: 2043, Orders: 8
Key: 196400S, Action: Delete, Quantity: None, Orders: None
Key: 196500S, Action: Update, Quantity: 1361, Orders: 12
Key: 196700S, Action: Update, Quantity: 2443, Orders: 9
Key: 196600S, Action: Update, Quantity: 3735, Orders: 15
Key: 196400S, Action: Add, Quantity: 170, Orders: 1
Key: 196400S, Action: Delete, Quantity: None, Orders: None
Key: 196500S, Action: Update, Quantity: 1995, Orders: 13
Key: 196500S, Action: Update, Quantity: 1888, Orders: 12
Key: 196300B, Action: Update, Quantity: 1704, Orders: 13
Key: 196500S, Action: Update, Quantity: 1254, Orders: 11
Key: 196600S, Action: Update, Quantity: 3539, Orders: 14
Key: 196500S, Action: Update, Quantity: 1181, Orders: 10
Key: 196300B, Action: Update, Quantity: 2345, Orders: 14
Key: 196500S, Action: Update, Quantity: 1288, Orders: 11
Key: 196500S, Action: Update, Quantity: 1299, Orders: 12
Key: 196300B, Action: Update, Quantity: 2123, Orders: 13
Key: 196500S, Action: Update, Quantity: 1469, Orders: 13
Key: 196500S, Action: Update, Quantity: 1672, Orders: 14
Key: 196500S, Action: Update, Quantity: 1604, Orders: 13
Key: 196500S, Action: Update, Quantity: 1522, Orders: 13
Key: 196900S, Action: Update, Quantity: 2317, Orders: 7
Key: 196600S, Action: Update, Quantity: 3308, Orders: 13
Key: 196500S, Action: Update, Quantity: 1622, Orders: 14
Key: 196600S, Action: Update, Quantity: 3078, Orders: 12
Key: 196600S, Action: Update, Quantity: 3262, Orders: 13
Key: 196200B, Action: Update, Quantity: 2107, Orders: 12
Key: 196400B, Action: Add, Quantity: 100, Orders: 1
Key: 195900B, Action: Update, Quantity: 4694, Orders: 7
Key: 196400B, Action: Delete, Quantity: None, Orders: None
Key: 196400S, Action: Add, Quantity: 40, Orders: 1
Key: 196300B, Action: Update, Quantity: 2069, Orders: 12
Key: 196400S, Action: Update, Quantity: 3, Orders: 1
Key: 196400S, Action: Delete, Quantity: None, Orders: None
Key: 196500S, Action: Update, Quantity: 1452, Orders: 13
Key: 196400S, Action: Add, Quantity: 170, Orders: 1
Key: 196300B, Action: Update, Quantity: 1428, Orders: 11
Key: 196500S, Action: Update, Quantity: 2119, Orders: 14
Key: 196400S, Action: Delete, Quantity: None, Orders: None
Key: 196500S, Action: Update, Quantity: 1452, Orders: 13
Key: 196500S, Action: Update, Quantity: 1622, Orders: 14
Key: 196500S, Action: Update, Quantity: 1452, Orders: 13
Key: 196400S, Action: Add, Quantity: 170, Orders: 1
Key: 196500S, Action: Update, Quantity: 2127, Orders: 14
Key: 196400S, Action: Delete, Quantity: None, Orders: None
Key: 196500S, Action: Update, Quantity: 2297, Orders: 15
Key: 196500S, Action: Update, Quantity: 1622, Orders: 14
Key: 196500S, Action: Update, Quantity: 1452, Orders: 13
Key: 196400S, Action: Add, Quantity: 170, Orders: 1
Key: 196500S, Action: Update, Quantity: 2131, Orders: 14
Key: 196400S, Action: Delete, Quantity: None, Orders: None
Key: 196500S, Action: Update, Quantity: 1452, Orders: 13
Key: 196400S, Action: Add, Quantity: 32, Orders: 1
Key: 196500S, Action: Update, Quantity: 2134, Orders: 14
Key: 196400S, Action: Delete, Quantity: None, Orders: None
Key: 196300B, Action: Update, Quantity: 1829, Orders: 12
Key: 196600S, Action: Update, Quantity: 3493, Orders: 14
Key: 196500S, Action: Update, Quantity: 1452, Orders: 13
Key: 196600S, Action: Update, Quantity: 3725, Orders: 15
Key: 196200B, Action: Update, Quantity: 2072, Orders: 11
Key: 196500S, Action: Update, Quantity: 1525, Orders: 14
Key: 196400B, Action: Add, Quantity: 34, Orders: 1
Key: 196300B, Action: Update, Quantity: 2521, Orders: 13
Key: 196400B, Action: Update, Quantity: 24, Orders: 1
Key: 196200B, Action: Update, Quantity: 2472, Orders: 12
Key: 196100B, Action: Update, Quantity: 1850, Orders: 9
Key: 196300B, Action: Update, Quantity: 2490, Orders: 12
Key: 196400B, Action: Update, Quantity: 55, Orders: 2
Key: 196200B, Action: Update, Quantity: 2467, Orders: 11
Key: 196200B, Action: Update, Quantity: 2462, Orders: 10
Key: 196200B, Action: Update, Quantity: 2457, Orders: 9
Key: 196600S, Action: Update, Quantity: 4015, Orders: 16
Key: 196400B, Action: Update, Quantity: 43, Orders: 2
Key: 196500S, Action: Update, Quantity: 1429, Orders: 13
Key: 196500S, Action: Update, Quantity: 1508, Orders: 14
Key: 196500S, Action: Update, Quantity: 1417, Orders: 14
Key: 196400B, Action: Update, Quantity: 462, Orders: 3
Key: 196600S, Action: Update, Quantity: 3784, Orders: 15
Key: 196300B, Action: Update, Quantity: 2505, Orders: 13
Key: 196500S, Action: Update, Quantity: 1344, Orders: 13
Key: 196400B, Action: Update, Quantity: 450, Orders: 2
Key: 196400B, Action: Update, Quantity: 419, Orders: 1
Key: 196400B, Action: Update, Quantity: 389, Orders: 1
Key: 196200B, Action: Update, Quantity: 2674, Orders: 10
Key: 196200B, Action: Update, Quantity: 2892, Orders: 11
Key: 196400B, Action: Update, Quantity: 393, Orders: 2
Key: 196400B, Action: Update, Quantity: 166, Orders: 2
Key: 196600S, Action: Update, Quantity: 4034, Orders: 16
Key: 196400B, Action: Update, Quantity: 4, Orders: 1
Key: 196500S, Action: Update, Quantity: 1237, Orders: 12
Key: 196500S, Action: Update, Quantity: 1162, Orders: 12
Key: 196400B, Action: Delete, Quantity: None, Orders: None
Key: 196400S, Action: Add, Quantity: 103, Orders: 1
Key: 196300B, Action: Update, Quantity: 2104, Orders: 12
Key: 196300B, Action: Update, Quantity: 1412, Orders: 11
Key: 196600S, Action: Update, Quantity: 4434, Orders: 17
Key: 196700S, Action: Update, Quantity: 2043, Orders: 8
Key: 196600S, Action: Update, Quantity: 4250, Orders: 16
Key: 196400S, Action: Delete, Quantity: None, Orders: None
Key: 196700S, Action: Update, Quantity: 2443, Orders: 9
Key: 196600S, Action: Update, Quantity: 3850, Orders: 15
Key: 196600S, Action: Update, Quantity: 3619, Orders: 14
Key: 196300B, Action: Update, Quantity: 2153, Orders: 12
Key: 196600S, Action: Update, Quantity: 3387, Orders: 13
Key: 196300B, Action: Update, Quantity: 2207, Orders: 13
Key: 196100B, Action: Update, Quantity: 2250, Orders: 10
Key: 196200B, Action: Update, Quantity: 2492, Orders: 10
Key: 196600S, Action: Update, Quantity: 2871, Orders: 12
Key: 196500S, Action: Update, Quantity: 1265, Orders: 13
Key: 196600S, Action: Update, Quantity: 3034, Orders: 13
Key: 196200B, Action: Update, Quantity: 2275, Orders: 9
Key: 196200B, Action: Update, Quantity: 2057, Orders: 8
Key: 196300B, Action: Update, Quantity: 3310, Orders: 14
Key: 196200B, Action: Update, Quantity: 2111, Orders: 9
Key: 196500S, Action: Update, Quantity: 1339, Orders: 14
Key: 196400S, Action: Add, Quantity: 728, Orders: 1
Key: 196300B, Action: Update, Quantity: 2569, Orders: 13
Key: 196500S, Action: Update, Quantity: 2097, Orders: 15
Key: 196600S, Action: Update, Quantity: 3265, Orders: 14
Key: 196600S, Action: Update, Quantity: 3665, Orders: 15
Key: 196700S, Action: Update, Quantity: 2043, Orders: 8
Key: 196600S, Action: Update, Quantity: 3502, Orders: 14
Key: 196500S, Action: Update, Quantity: 1994, Orders: 14
Key: 196500S, Action: Update, Quantity: 1920, Orders: 13
Key: 196400S, Action: Update, Quantity: 831, Orders: 2
Key: 196600S, Action: Update, Quantity: 3727, Orders: 15
Key: 196400S, Action: Update, Quantity: 905, Orders: 3
Key: 196400S, Action: Update, Quantity: 1033, Orders: 4
Key: 196600S, Action: Update, Quantity: 3260, Orders: 14
Key: 196700S, Action: Update, Quantity: 1753, Orders: 7
Key: 196600S, Action: Update, Quantity: 2970, Orders: 13
Key: 196400S, Action: Update, Quantity: 1325, Orders: 5
Key: 196400S, Action: Update, Quantity: 1415, Orders: 6
Key: 196300B, Action: Update, Quantity: 2532, Orders: 12
Key: 196300B, Action: Update, Quantity: 2384, Orders: 11
Key: 196400S, Action: Update, Quantity: 1325, Orders: 5
Key: 196400S, Action: Update, Quantity: 1363, Orders: 6
Key: 196400S, Action: Update, Quantity: 635, Orders: 5
Key: 196400S, Action: Update, Quantity: 532, Orders: 4
Key: 196400S, Action: Update, Quantity: 458, Orders: 3
Key: 196400S, Action: Update, Quantity: 330, Orders: 2
Key: 196400S, Action: Update, Quantity: 38, Orders: 1
Key: 196400S, Action: Delete, Quantity: None, Orders: None
Key: 196300B, Action: Update, Quantity: 2971, Orders: 12
Key: 196700S, Action: Update, Quantity: 2153, Orders: 8
Key: 196600S, Action: Update, Quantity: 2570, Orders: 12
Key: 196600S, Action: Update, Quantity: 2339, Orders: 11
Key: 196500S, Action: Update, Quantity: 1162, Orders: 12
Key: 196400S, Action: Add, Quantity: 170, Orders: 1
Key: 196300B, Action: Update, Quantity: 2384, Orders: 11
Key: 196500S, Action: Update, Quantity: 1758, Orders: 13
Key: 196400S, Action: Delete, Quantity: None, Orders: None
Key: 196500S, Action: Update, Quantity: 1928, Orders: 14
Key: 196300B, Action: Update, Quantity: 2985, Orders: 12
Key: 196500S, Action: Update, Quantity: 1332, Orders: 13
Key: 196500S, Action: Update, Quantity: 1162, Orders: 12
Key: 196400S, Action: Add, Quantity: 170, Orders: 1
Key: 196300B, Action: Update, Quantity: 2384, Orders: 11
Key: 196500S, Action: Update, Quantity: 1766, Orders: 13
Key: 196600S, Action: Update, Quantity: 2739, Orders: 12
Key: 196700S, Action: Update, Quantity: 1753, Orders: 7
Key: 196600S, Action: Update, Quantity: 2900, Orders: 13
Key: 196200B, Action: Update, Quantity: 2145, Orders: 10
Key: 196400S, Action: Update, Quantity: 244, Orders: 2
Key: 196400S, Action: Update, Quantity: 74, Orders: 1
Key: 196400S, Action: Delete, Quantity: None, Orders: None
Key: 196400B, Action: Add, Quantity: 97, Orders: 1
Key: 196500S, Action: Update, Quantity: 1162, Orders: 12
Key: 196700S, Action: Update, Quantity: 2153, Orders: 8
Key: 196300B, Action: Update, Quantity: 2998, Orders: 12
Key: 196600S, Action: Update, Quantity: 2500, Orders: 12
Key: 196600S, Action: Update, Quantity: 2275, Orders: 11
Key: 196300B, Action: Update, Quantity: 2944, Orders: 11
Key: 196400B, Action: Delete, Quantity: None, Orders: None
Key: 196400S, Action: Add, Quantity: 73, Orders: 1
Key: 196300B, Action: Update, Quantity: 2330, Orders: 10
Key: 196500S, Action: Update, Quantity: 1784, Orders: 13
Key: 196400S, Action: Delete, Quantity: None, Orders: None
Key: 196500S, Action: Update, Quantity: 1857, Orders: 14
Key: 196300B, Action: Update, Quantity: 2955, Orders: 11
Key: 196500S, Action: Update, Quantity: 1235, Orders: 13
Key: 196500S, Action: Update, Quantity: 1162, Orders: 12
Key: 196400S, Action: Add, Quantity: 170, Orders: 1
Key: 196300B, Action: Update, Quantity: 2330, Orders: 10
Key: 196500S, Action: Update, Quantity: 1792, Orders: 13
